First Annual Message to Congress,,,
Jefferson,,,
Thomas,,,
12,,,
p,,,
"It is a circumstance of sincere gratification to me that on meeting the great council of our nation, I am able to announce to them, on the grounds of reasonable certainty, that the wars and troubles which have for so many years afflicted our sister nations have at length come to an end, and that the communications of peace and commerce are once more opening among them.",8,213525.999,72188.999
"While we devoutly return thanks to the beneficent Being who has been pleased to breathe into them the spirit of conciliation and forgiveness, we are bound with peculiar gratitude to be thankful to him that our own peace has been preserved through so perilous a season, and ourselves permitted quietly to cultivate the earth and to practice and improve those arts which tend to increase our comforts.",0,162708.818,21371.818
"The assurances, indeed, of friendly disposition, received from all the powers with whom we have principal relations, had inspired a confidence that our peace with them would not have been disturbed.",0,238614.9,97277.9
"But a cessation of the irregularities which had effected the commerce of neutral nations, and of the irritations and injuries produced by them, cannot but add to this confidence; and strengthens, at the same time, the hope, that wrongs committed on offending friends, under a pressure of circumstances, will now be reviewed with candor, and will be considered as founding just claims of retribution for the past and new assurances for the future.",3,0.696,-141336.304
p,,,
"Among our Indian neighbors, also, a spirit of peace and friendship generally prevailing and I am happy to inform you that the continued efforts to introduce among them the implements and the practice of husbandry, and of the household arts, have not been without success; that they are becoming more and more sensible of the superiority of this dependence for clothing and subsistence over the precarious resources of hunting and fishing; and already we are able to announce, that instead of that constant diminution of their numbers, produced by their wars and their wants, some of them begin to experience an increase of population.",7,149108.165,7771.165
p,,,
"To this state of general peace with which we have been blessed, one only exception exists.",3,165718.898,24381.898
"Tripoli, the least considerable of the Barbary States, had come forward with demands unfounded either in right or in compact, and had permitted itself to denounce war, on our failure to comply before a given day.",8,145238.041,3901.041
The style of the demand admitted but one answer.,0,159871.842,18534.842
"I sent a small squadron of frigates into the Mediterranean, with assurances to that power of our sincere desire to remain in peace, but with orders to protect our commerce against the threatened attack.",1,144324.631,2987.631
The measure was seasonable and salutary.,0,144333.129,2996.129
The bey had already declared war in form.,1,144134.38,2797.38
His cruisers were out.,0,144023.978,2686.978
Two had arrived at Gibraltar.,0,146626.522,5289.522
"Our commerce in the Mediterranean was blockaded, and that of the Atlantic in peril.",0,144396.251,3059.251
The arrival of our squadron dispelled the danger.,0,179411.386,38074.386
"One of the Tripolitan cruisers having fallen in with, and engaged the small schooner Enterprise, commanded by Lieutenant Sterret, which had gone as a tender to our larger vessels, was captured, after a heavy slaughter of her men, without the loss of a single one on our part.",1,189473.421,48136.421
"The bravery exhibited by our citizens on that element, will, I trust, be a testimony to the world that it is not the want of that virtue which makes us seek their peace, but a conscientious desire to direct the energies of our nation to the multiplication of the human race, and not to its destruction.",1,159591.213,18254.213
"Unauthorized by the constitution, without the sanction of Congress, to go out beyond the line of defence, the vessel being disabled from committing further hostilities, was liberated with its crew.",0,154022.214,12685.214
"The legislature will doubtless consider whether, by authorizing measures of offence, also, they will place our force on an equal footing with that of its adversaries.",2,167028.824,25691.824
"I communicate all material information on this subject, that in the exercise of the important function considered by the constitution to the legislature exclusively, their judgment may form itself on a knowledge and consideration of every circumstance of weight.",0,148313.353,6976.353
p,,,
I wish I could say that our situation with all the other Barbary states was entirely satisfactory.,1,169798.991,28461.991
"Discovering that some delays had taken place in the performance of certain articles stipulated by us, I thought it my duty, by immediate measures for fulfilling them, to vindicate to ourselves the right of considering the effect of departure from stipulation on their side.",0,196111.838,54774.838
"From the papers which will be laid before you, you will be enabled to judge whether our treaties are regarded by them as fixing at all the measure of their demands, or as guarding from the exercise of force our vessels within their power; and to consider how far it will be safe and expedient to leave our affairs with them in their present posture.",0,158551.246,17214.246
p,,,
"I lay before you the result of the census lately taken of our inhabitants, to a conformity with which we are to reduce the ensuing rates of representation and taxation.",2,152736.712,11399.712
"You will perceive that the increase of numbers during the last ten years, proceeding in geometrical ratio, promises a duplication in little more than twenty-two years.",2,208921.44,67584.44
"We contemplate this rapid growth, and the prospect it holds up to us, not with a view to the injuries it may enable us to do to others in some future day, but to the settlement of the extensive country still remaining vacant within our limits, to the multiplications of men susceptible of happiness, educated in the love of order, habituated to self-government, and value its blessings above all price.",4,64478.734,-76858.266
p,,,
"Other circumstances, combined with the increase of numbers, have produced an augmentation of revenue arising from consumption, in a ratio far beyond that of population alone, and though the changes of foreign relations now taking place so desirably for the world, may for a season affect this branch of revenue, yet, weighing all probabilities of expense, as well as of income, there is reasonable ground of confidence that we may now safely dispense with all the internal taxes, comprehending excises, stamps, auctions, licenses, carriages, and refined sugars, to which the postage on newspapers may be added, to facilitate the progress of information, and that the remaining sources of revenue will be sufficient to provide for the support of government to pay the interest on the public debts, and to discharge the principals in shorter periods than the laws or the general expectations had contemplated.",3,183356.55,42019.55
"War, indeed, and untoward events, may change this prospect of things, and call for expenses which the imposts could not meet; but sound principles will not justify our taxing the industry of our fellow citizens to accumulate treasure for wars to happen we know not when, and which might not perhaps happen but from the temptations offered by that treasure.",6,156647.642,15310.642
p,,,
"These views, however, of reducing our burdens, are formed on the expectation that a sensible, and at the same time a salutary reduction, may take place in our habitual expenditures.",1,147498.669,6161.669
"For this purpose, those of the civil government, the army, and navy, will need revisal.",0,197251.196,55914.196
p,,,
"When we consider that this government is charged with the external and mutual relations only of these states; that the states themselves have principal care of our persons, our property, and our reputation, constituting the great field of human concerns, we may well doubt whether our organization is not too complicated, too expensive; whether offices or officers have not been multiplied unnecessarily, and sometimes injuriously to the service they were meant to promote.",3,154423.098,13086.098
"I will cause to be laid before you an essay toward a statement of those who, under public employment of various kinds, draw money from the treasury or from our citizens.",0,151042.082,9705.082
"Time has not permitted a perfect enumeration, the ramifications of office being too multipled and remote to be completely traced in a first trial.",0,147114.765,5777.765
"Among those who are dependent on executive discretion, I have begun the reduction of what was deemed necessary.",0,145099.892,3762.892
The expenses of diplomatic agency have been considerably diminished.,1,147058.029,5721.029
"The inspectors of internal revenue who were found to obstruct the accountability of the institution, have been discontinued.",0,156751.255,15414.255
"Several agencies created by executive authority, on salaries fixed by that also, have been suppressed, and should suggest the expediency of regulating that power by law, so as to subject its exercises to legislative inspection and sanction.",0,149577.166,8240.166
"Other reformations of the same kind will be pursued with that caution which is requisite in removing useless things, not to injure what is retained.",0,148987.479,7650.479
"But the great mass of public offices is established by law, and, therefore, by law alone can be abolished.",0,155371.786,14034.786
"Should the legislature think it expedient to pass this roll in review, and try all its parts by the test of public utility, they may be assured of every aid and light which executive information can yield.",0,190202.622,48865.622
"Considering the general tendency to multiply offices and dependencies, and to increase expense to the ultimate term of burden which the citizen can bear, it behooves us to avail ourselves of every occasion which presents itself for taking off the surcharge; that it may never be seen here that, after leaving to labor the smallest portion of its earnings on which it can subsist, government shall itself consume the residue of what it was instituted to guard.",1,199511.228,58174.228
p,,,
"In our care, too, of the public contributions intrusted to our direction, it would be prudent to multiply barriers against their dissipation, by appropriating specific sums to every specific purpose susceptible of definition; by disallowing applications of money varying from the appropriation in object, or transcending it in amount; by reducing the undefined field of contingencies, and thereby circumscribing discretionary powers over money; and by bringing back to a single department all accountabilities for money where the examination may be prompt, efficacious, and uniform.",0,149175.126,7838.126
p,,,
"An account of the receipts and expenditures of the last year, as prepared by the secretary of the treasury, will as usual be laid before you.",0,149966.489,8629.489
"The success which has attended the late sales of the public lands, shows that with attention they may be made an important source of receipt.",0,149006.647,7669.647
"Among the payments, those made in discharge of the principal and interest of the national debt, will show that the public faith has been exactly maintained.",0,146946.81,5609.81
To these will be added an estimate of appropriations necessary for the ensuing year.,0,149121.505,7784.505
"This last will of course be effected by such modifications of the systems of expense, as you shall think proper to adopt.",0,153823.516,12486.516
p,,,
"A statement has been formed by the secretary of war, on mature consideration, of all the posts and stations where garrisons will be expedient, and of the number of men requisite for each garrison.",1,146114.474,4777.474
The whole amount is considerably short of the present military establishment.,0,143649.294,2312.294
For the surplus no particular use can be pointed out.,0,149785.429,8448.429
"For defence against invasion, their number is as nothing; nor is it conceived needful or safe that a standing army should be kept up in time of peace for that purpose.",0,157454.354,16117.354
"Uncertain as we must ever be of the particular point in our circumference where an enemy may choose to invade us, the only force which can be ready at every point and competent to oppose them, is the body of neighboring citizens as formed into a militia.",1,158808.589,17471.589
"On these, collected from the parts most convenient, in numbers proportioned to the invading foe, it is best to rely, not only to meet the first attack, but if it threatens to be permanent, to maintain the defence until regulars may be engaged to relieve them.",1,151198.588,9861.588
"These considerations render it important that we should at every session continue to amend the defects which from time to time show themselves in the laws for regulating the militia, until they are sufficiently perfect.",2,149446.41,8109.41
"Nor should we now or at any time separate, until we can say we have done everything for the militia which we could do were an enemy at our door.",1,147111.738,5774.738
p,,,
"The provisions of military stores on hand will be laid before you, that you may judge of the additions still requisite.",2,155112.988,13775.988
p,,,
"With respect to the extent to which our naval preparations should be carried, some difference of opinion may be expected to appear; but just attention to the circumstances of every part of the Union will doubtless reconcile all.",0,146675.988,5338.988
A small force will probably continue to be wanted for actual service in the Mediterranean.,1,154603.41,13266.41
"Whatever annual sum beyond that you may think proper to appropriate to naval preparations, would perhaps be better employed in providing those articles which may be kept without waste or consumption, and be in readiness when any exigence calls them into use.",0,147893.479,6556.479
"Progress has been made, as will appear by papers now communicated, in providing materials for seventy-four gun ships as directed by law.",1,149811.005,8474.005
p,,,
"How far the authority given by the legislature for procuring and establishing sites for naval purposes has been perfectly understood and pursued in the execution, admits of some doubt.",0,145091.769,3754.769
"A statement of the expenses already incurred on that subject, shall be laid before you.",0,149021.381,7684.381
"I have in certain cases suspended or slackened these expenditures, that the legislature might determine whether so many yards are necessary as have been contemplated.",0,171928.875,30591.875
"The works at this place are among those permitted to go on; and five of the seven frigates directed to be laid up, have been brought and laid up here, where, besides the safety of their position, they are under the eye of the executive administration, as well as of its agents and where yourselves also will be guided by your own view in the legislative provisions respecting them which may from time to time be necessary.",0,150360.911,9023.911
"They are preserved in such condition, as well the vessels as whatever belongs to them, as to be at all times ready for sea on a short warning.",1,145617.26,4280.26
Two others are yet to be laid up so soon as they shall have reserved the repairs requisite to put them also into sound condition.,0,147795.162,6458.162
"As a superintending officer will be necessary at each yard, his duties and emoluments, hitherto fixed by the executive, will be a more proper subject for legislation.",0,148105.08,6768.08
A communication will also be made of our progress in the execution of the law respecting the vessels directed to be sold.,0,146765.246,5428.246
p,,,
